Category,Variable,Year,County,FIPS,Value,County2
healthcare_access_and_quality,chlamydia_rate,2016,Franklin,51067,222.2,Franklin County
healthcare_access_and_quality,chlamydia_rate,2016,Frederick,51069,234.4,Frederick County
healthcare_access_and_quality,chlamydia_rate,2016,Giles,51071,287.3,Giles County
healthcare_access_and_quality,chlamydia_rate,2016,Gloucester,51073,263.8,Gloucester County
healthcare_access_and_quality,chlamydia_rate,2016,Goochland,51075,287.6,Goochland County
healthcare_access_and_quality,chlamydia_rate,2016,Grayson,51077,131.2,Grayson County
healthcare_access_and_quality,chlamydia_rate,2016,Greene,51079,198.3,Greene County
healthcare_access_and_quality,chlamydia_rate,2016,Greensville,51081,471.2,Greensville County
healthcare_access_and_quality,chlamydia_rate,2016,Halifax,51083,429.9,Halifax County
healthcare_access_and_quality,chlamydia_rate,2016,Hanover,51085,295.5,Hanover County
healthcare_access_and_quality,chlamydia_rate,2016,Henrico,51087,584.3,Henrico County
healthcare_access_and_quality,chlamydia_rate,2016,Henry,51089,318,Henry County
healthcare_access_and_quality,chlamydia_rate,2016,Highland,51091,,Highland County
healthcare_access_and_quality,chlamydia_rate,2016,Isle of Wight,51093,363.5,Isle of Wight County
healthcare_access_and_quality,chlamydia_rate,2016,James City,51095,261.1,James City County
healthcare_access_and_quality,chlamydia_rate,2016,King and Queen,51097,391.2,King and Queen County
healthcare_access_and_quality,chlamydia_rate,2016,King George,51099,341,King George County
healthcare_access_and_quality,chlamydia_rate,2016,King William,51101,436.4,King William County
healthcare_access_and_quality,chlamydia_rate,2016,Lancaster,51103,410.4,Lancaster County
healthcare_access_and_quality,chlamydia_rate,2016,Lee,51105,97,Lee County
healthcare_access_and_quality,chlamydia_rate,2016,Loudoun,51107,232.7,Loudoun County
healthcare_access_and_quality,chlamydia_rate,2016,Louisa,51109,237,Louisa County
healthcare_access_and_quality,chlamydia_rate,2016,Lunenburg,51111,317.1,Lunenburg County
healthcare_access_and_quality,chlamydia_rate,2016,Madison,51113,236,Madison County
healthcare_access_and_quality,chlamydia_rate,2016,Mathews,51115,112.8,Mathews County
healthcare_access_and_quality,chlamydia_rate,2016,Mecklenburg,51117,482.6,Mecklenburg County
healthcare_access_and_quality,chlamydia_rate,2016,Middlesex,51119,207.4,Middlesex County
healthcare_access_and_quality,chlamydia_rate,2016,Montgomery,51121,326.7,Montgomery County
healthcare_access_and_quality,chlamydia_rate,2016,Nelson,51125,230,Nelson County
healthcare_access_and_quality,chlamydia_rate,2016,New Kent,51127,255,New Kent County
healthcare_access_and_quality,chlamydia_rate,2016,Northampton,51131,872.1,Northampton County
healthcare_access_and_quality,chlamydia_rate,2016,Northumberland,51133,392.4,Northumberland County
healthcare_access_and_quality,chlamydia_rate,2016,Nottoway,51135,810.3,Nottoway County
healthcare_access_and_quality,chlamydia_rate,2016,Orange,51137,299.6,Orange County
healthcare_access_and_quality,chlamydia_rate,2016,Page,51139,96.9,Page County
healthcare_access_and_quality,chlamydia_rate,2016,Patrick,51141,160.7,Patrick County
healthcare_access_and_quality,chlamydia_rate,2016,Pittsylvania,51143,262.1,Pittsylvania County
healthcare_access_and_quality,chlamydia_rate,2016,Powhatan,51145,239,Powhatan County
healthcare_access_and_quality,chlamydia_rate,2016,Prince Edward,51147,610,Prince Edward County
healthcare_access_and_quality,chlamydia_rate,2016,Prince George,51149,810.8,Prince George County
healthcare_access_and_quality,chlamydia_rate,2016,Prince William,51153,419.3,Prince William County
healthcare_access_and_quality,chlamydia_rate,2016,Pulaski,51155,273.8,Pulaski County
healthcare_access_and_quality,chlamydia_rate,2016,Rappahannock,51157,230.4,Rappahannock County
healthcare_access_and_quality,chlamydia_rate,2016,Richmond,51159,303.1,Richmond County
healthcare_access_and_quality,chlamydia_rate,2016,Roanoke,51161,292.3,Roanoke County
healthcare_access_and_quality,chlamydia_rate,2016,Rockbridge,51163,250.5,Rockbridge County
healthcare_access_and_quality,chlamydia_rate,2016,Rockingham,51165,189.6,Rockingham County
healthcare_access_and_quality,chlamydia_rate,2016,Russell,51167,147,Russell County
healthcare_access_and_quality,chlamydia_rate,2016,Scott,51169,180.8,Scott County
healthcare_access_and_quality,chlamydia_rate,2016,Shenandoah,51171,194.5,Shenandoah County
healthcare_access_and_quality,chlamydia_rate,2016,Smyth,51173,260.6,Smyth County
healthcare_access_and_quality,chlamydia_rate,2016,Southampton,51175,469.4,Southampton County
healthcare_access_and_quality,chlamydia_rate,2016,Spotsylvania,51177,313.5,Spotsylvania County
healthcare_access_and_quality,chlamydia_rate,2016,Stafford,51179,336.6,Stafford County
healthcare_access_and_quality,chlamydia_rate,2016,Surry,51181,581.3,Surry County
healthcare_access_and_quality,chlamydia_rate,2016,Sussex,51183,648.7,Sussex County
healthcare_access_and_quality,chlamydia_rate,2016,Tazewell,51185,223.8,Tazewell County
healthcare_access_and_quality,chlamydia_rate,2016,Warren,51187,294.2,Warren County
healthcare_access_and_quality,chlamydia_rate,2016,Washington,51191,175.9,Washington County
healthcare_access_and_quality,chlamydia_rate,2016,Westmoreland,51193,368.7,Westmoreland County
healthcare_access_and_quality,chlamydia_rate,2016,Wise,51195,261.8,Wise County
healthcare_access_and_quality,chlamydia_rate,2016,Wythe,51197,212.9,Wythe County
healthcare_access_and_quality,chlamydia_rate,2016,York,51199,302.2,York County
healthcare_access_and_quality,chlamydia_rate,2016,Alexandria City,51510,438.4,Alexandria City
healthcare_access_and_quality,chlamydia_rate,2016,Bristol City,51520,420,Bristol City
healthcare_access_and_quality,chlamydia_rate,2016,Buena Vista City,51530,166.2,Buena Vista City
healthcare_access_and_quality,chlamydia_rate,2016,Charlottesville City,51540,452.8,Charlottesville City
healthcare_access_and_quality,chlamydia_rate,2016,Chesapeake City,51550,590,Chesapeake City
healthcare_access_and_quality,chlamydia_rate,2016,Colonial Heights City,51570,493.8,Colonial Heights City
healthcare_access_and_quality,chlamydia_rate,2016,Covington City,51580,406.5,Covington City
healthcare_access_and_quality,chlamydia_rate,2016,Danville City,51590,696.3,Danville City
healthcare_access_and_quality,chlamydia_rate,2016,Emporia City,51595,1109.9,Emporia City
healthcare_access_and_quality,chlamydia_rate,2016,Fairfax City,51600,258.2,Fairfax City
healthcare_access_and_quality,chlamydia_rate,2016,Falls Church City,51610,266.3,Falls Church City
healthcare_access_and_quality,chlamydia_rate,2016,Franklin City,51620,1024.7,Franklin City
healthcare_access_and_quality,chlamydia_rate,2016,Fredericksburg City,51630,665.1,Fredericksburg City
healthcare_access_and_quality,chlamydia_rate,2016,Galax City,51640,390.5,Galax City
healthcare_access_and_quality,chlamydia_rate,2016,Hampton City,51650,1038.4,Hampton City
healthcare_access_and_quality,chlamydia_rate,2016,Harrisonburg City,51660,569.1,Harrisonburg City
healthcare_access_and_quality,chlamydia_rate,2016,Hopewell City,51670,1166.3,Hopewell City
healthcare_access_and_quality,chlamydia_rate,2016,Lexington City,51678,55.1,Lexington City
healthcare_access_and_quality,chlamydia_rate,2016,Lynchburg City,51680,667.8,Lynchburg City
healthcare_access_and_quality,chlamydia_rate,2016,Manassas City,51683,450.1,Manassas City
healthcare_access_and_quality,chlamydia_rate,2016,Manassas Park City,51685,362.5,Manassas Park City
healthcare_access_and_quality,chlamydia_rate,2016,Martinsville City,51690,879.4,Martinsville City
healthcare_access_and_quality,chlamydia_rate,2016,Newport News City,51700,1020.4,Newport News City
healthcare_access_and_quality,chlamydia_rate,2016,Norfolk City,51710,1319.4,Norfolk City
healthcare_access_and_quality,chlamydia_rate,2016,Norton City,51720,330,Norton City
healthcare_access_and_quality,chlamydia_rate,2016,Petersburg City,51730,1638.1,Petersburg City
healthcare_access_and_quality,chlamydia_rate,2016,Poquoson City,51735,157.6,Poquoson City
healthcare_access_and_quality,chlamydia_rate,2016,Portsmouth City,51740,1164.2,Portsmouth City
healthcare_access_and_quality,chlamydia_rate,2016,Radford City,51750,1028.6,Radford City
healthcare_access_and_quality,chlamydia_rate,2016,Richmond City,51760,1358.2,Richmond City
healthcare_access_and_quality,chlamydia_rate,2016,Roanoke City,51770,939,Roanoke City
healthcare_access_and_quality,chlamydia_rate,2016,Salem City,51775,298.8,Salem City
healthcare_access_and_quality,chlamydia_rate,2016,Staunton City,51790,339.9,Staunton City
healthcare_access_and_quality,chlamydia_rate,2016,Suffolk City,51800,684,Suffolk City
healthcare_access_and_quality,chlamydia_rate,2016,Virginia Beach City,51810,604.3,Virginia Beach City
healthcare_access_and_quality,chlamydia_rate,2016,Waynesboro City,51820,344.3,Waynesboro City
healthcare_access_and_quality,chlamydia_rate,2016,Williamsburg City,51830,544.8,Williamsburg City
healthcare_access_and_quality,chlamydia_rate,2016,Winchester City,51840,491.1,Winchester City
healthcare_access_and_quality,chlamydia_rate,2017,Accomack,51001,648.3,Accomack County
healthcare_access_and_quality,chlamydia_rate,2017,Albemarle,51003,309.2,Albemarle County
healthcare_access_and_quality,chlamydia_rate,2017,Alleghany,51005,211.6,Alleghany County
healthcare_access_and_quality,chlamydia_rate,2017,Amelia,51007,276.5,Amelia County
healthcare_access_and_quality,chlamydia_rate,2017,Amherst,51009,364,Amherst County
healthcare_access_and_quality,chlamydia_rate,2017,Appomattox,51011,459.2,Appomattox County
healthcare_access_and_quality,chlamydia_rate,2017,Arlington,51013,431.1,Arlington County
healthcare_access_and_quality,chlamydia_rate,2017,Augusta,51015,231.6,Augusta County
healthcare_access_and_quality,chlamydia_rate,2017,Bath,51017,279.3,Bath County
healthcare_access_and_quality,chlamydia_rate,2017,Bedford,51019,175.7,Bedford County
healthcare_access_and_quality,chlamydia_rate,2017,Bland,51021,126,Bland County
healthcare_access_and_quality,chlamydia_rate,2017,Botetourt,51023,195.8,Botetourt County
healthcare_access_and_quality,chlamydia_rate,2017,Brunswick,51025,757.2,Brunswick County
healthcare_access_and_quality,chlamydia_rate,2017,Buchanan,51027,69.7,Buchanan County
healthcare_access_and_quality,chlamydia_rate,2017,Buckingham,51029,345.7,Buckingham County
healthcare_access_and_quality,chlamydia_rate,2017,Campbell,51031,298.1,Campbell County
healthcare_access_and_quality,chlamydia_rate,2017,Caroline,51033,453,Caroline County
healthcare_access_and_quality,chlamydia_rate,2017,Carroll,51035,171.7,Carroll County
healthcare_access_and_quality,chlamydia_rate,2017,Charles City,51036,285.6,Charles City County
healthcare_access_and_quality,chlamydia_rate,2017,Charlotte,51037,503.3,Charlotte County
healthcare_access_and_quality,chlamydia_rate,2017,Chesterfield,51041,487.8,Chesterfield County
healthcare_access_and_quality,chlamydia_rate,2017,Clarke,51043,199.9,Clarke County
healthcare_access_and_quality,chlamydia_rate,2017,Craig,51045,276.6,Craig County
healthcare_access_and_quality,chlamydia_rate,2017,Culpeper,51047,407.6,Culpeper County
healthcare_access_and_quality,chlamydia_rate,2017,Cumberland,51049,591.2,Cumberland County
healthcare_access_and_quality,chlamydia_rate,2017,Dickenson,51051,223.2,Dickenson County
healthcare_access_and_quality,chlamydia_rate,2017,Dinwiddie,51053,563.7,Dinwiddie County
healthcare_access_and_quality,chlamydia_rate,2017,Essex,51057,662,Essex County
healthcare_access_and_quality,chlamydia_rate,2017,Fairfax,51059,286.8,Fairfax County
healthcare_access_and_quality,chlamydia_rate,2017,Fauquier,51061,259.1,Fauquier County
healthcare_access_and_quality,chlamydia_rate,2017,Floyd,51063,76.2,Floyd County
healthcare_access_and_quality,chlamydia_rate,2017,Fluvanna,51065,185.2,Fluvanna County
healthcare_access_and_quality,chlamydia_rate,2017,Franklin,51067,315.4,Franklin County
healthcare_access_and_quality,chlamydia_rate,2017,Frederick,51069,241.7,Frederick County
healthcare_access_and_quality,chlamydia_rate,2017,Giles,51071,273.2,Giles County
healthcare_access_and_quality,chlamydia_rate,2017,Gloucester,51073,372.7,Gloucester County
healthcare_access_and_quality,chlamydia_rate,2017,Goochland,51075,233.6,Goochland County
healthcare_access_and_quality,chlamydia_rate,2017,Grayson,51077,236.2,Grayson County
healthcare_access_and_quality,chlamydia_rate,2017,Greene,51079,229.5,Greene County
healthcare_access_and_quality,chlamydia_rate,2017,Greensville,51081,496.6,Greensville County
healthcare_access_and_quality,chlamydia_rate,2017,Halifax,51083,486.1,Halifax County
healthcare_access_and_quality,chlamydia_rate,2017,Hanover,51085,295.5,Hanover County
healthcare_access_and_quality,chlamydia_rate,2017,Henrico,51087,566,Henrico County
healthcare_access_and_quality,chlamydia_rate,2017,Henry,51089,349.4,Henry County
healthcare_access_and_quality,chlamydia_rate,2017,Highland,51091,,Highland County
healthcare_access_and_quality,chlamydia_rate,2017,Isle of Wight,51093,396.7,Isle of Wight County
healthcare_access_and_quality,chlamydia_rate,2017,James City,51095,300.6,James City County
healthcare_access_and_quality,chlamydia_rate,2017,King and Queen,51097,371.3,King and Queen County
healthcare_access_and_quality,chlamydia_rate,2017,King George,51099,315.1,King George County
healthcare_access_and_quality,chlamydia_rate,2017,King William,51101,311.2,King William County
healthcare_access_and_quality,chlamydia_rate,2017,Lancaster,51103,435.7,Lancaster County
healthcare_access_and_quality,chlamydia_rate,2017,Lee,51105,172.6,Lee County
healthcare_access_and_quality,chlamydia_rate,2017,Loudoun,51107,238.6,Loudoun County
healthcare_access_and_quality,chlamydia_rate,2017,Louisa,51109,242.6,Louisa County
healthcare_access_and_quality,chlamydia_rate,2017,Lunenburg,51111,441.4,Lunenburg County
healthcare_access_and_quality,chlamydia_rate,2017,Madison,51113,384.1,Madison County
healthcare_access_and_quality,chlamydia_rate,2017,Mathews,51115,250.6,Mathews County
healthcare_access_and_quality,chlamydia_rate,2017,Mecklenburg,51117,469.3,Mecklenburg County
healthcare_access_and_quality,chlamydia_rate,2017,Middlesex,51119,262.2,Middlesex County
healthcare_access_and_quality,chlamydia_rate,2017,Montgomery,51121,363.2,Montgomery County
healthcare_access_and_quality,chlamydia_rate,2017,Nelson,51125,220.8,Nelson County
healthcare_access_and_quality,chlamydia_rate,2017,New Kent,51127,189.1,New Kent County
healthcare_access_and_quality,chlamydia_rate,2017,Northampton,51131,877.9,Northampton County
healthcare_access_and_quality,chlamydia_rate,2017,Northumberland,51133,399.2,Northumberland County
healthcare_access_and_quality,chlamydia_rate,2017,Nottoway,51135,1082,Nottoway County
healthcare_access_and_quality,chlamydia_rate,2017,Orange,51137,271.7,Orange County
healthcare_access_and_quality,chlamydia_rate,2017,Page,51139,219.1,Page County
healthcare_access_and_quality,chlamydia_rate,2017,Patrick,51141,169.8,Patrick County
healthcare_access_and_quality,chlamydia_rate,2017,Pittsylvania,51143,280.8,Pittsylvania County
healthcare_access_and_quality,chlamydia_rate,2017,Powhatan,51145,181.8,Powhatan County
healthcare_access_and_quality,chlamydia_rate,2017,Prince Edward,51147,788.4,Prince Edward County
healthcare_access_and_quality,chlamydia_rate,2017,Prince George,51149,891.3,Prince George County
healthcare_access_and_quality,chlamydia_rate,2017,Prince William,51153,434.1,Prince William County
healthcare_access_and_quality,chlamydia_rate,2017,Pulaski,51155,275,Pulaski County
healthcare_access_and_quality,chlamydia_rate,2017,Rappahannock,51157,245.9,Rappahannock County
healthcare_access_and_quality,chlamydia_rate,2017,Richmond,51159,369.2,Richmond County
healthcare_access_and_quality,chlamydia_rate,2017,Roanoke,51161,232.6,Roanoke County
healthcare_access_and_quality,chlamydia_rate,2017,Rockbridge,51163,154.5,Rockbridge County
healthcare_access_and_quality,chlamydia_rate,2017,Rockingham,51165,253,Rockingham County
healthcare_access_and_quality,chlamydia_rate,2017,Russell,51167,166.4,Russell County
healthcare_access_and_quality,chlamydia_rate,2017,Scott,51169,215,Scott County
healthcare_access_and_quality,chlamydia_rate,2017,Shenandoah,51171,252.2,Shenandoah County
healthcare_access_and_quality,chlamydia_rate,2017,Smyth,51173,384.9,Smyth County
healthcare_access_and_quality,chlamydia_rate,2017,Southampton,51175,439.4,Southampton County
healthcare_access_and_quality,chlamydia_rate,2017,Spotsylvania,51177,370.6,Spotsylvania County
healthcare_access_and_quality,chlamydia_rate,2017,Stafford,51179,367.5,Stafford County
healthcare_access_and_quality,chlamydia_rate,2017,Surry,51181,795.1,Surry County
healthcare_access_and_quality,chlamydia_rate,2017,Sussex,51183,606.7,Sussex County
healthcare_access_and_quality,chlamydia_rate,2017,Tazewell,51185,119.2,Tazewell County
healthcare_access_and_quality,chlamydia_rate,2017,Warren,51187,252.8,Warren County
healthcare_access_and_quality,chlamydia_rate,2017,Washington,51191,211.4,Washington County
healthcare_access_and_quality,chlamydia_rate,2017,Westmoreland,51193,410.6,Westmoreland County
healthcare_access_and_quality,chlamydia_rate,2017,Wise,51195,233.2,Wise County
healthcare_access_and_quality,chlamydia_rate,2017,Wythe,51197,263.1,Wythe County
healthcare_access_and_quality,chlamydia_rate,2017,York,51199,326.3,York County
healthcare_access_and_quality,chlamydia_rate,2017,Alexandria City,51510,463,Alexandria City
healthcare_access_and_quality,chlamydia_rate,2017,Bristol City,51520,458.6,Bristol City
healthcare_access_and_quality,chlamydia_rate,2017,Buena Vista City,51530,410.9,Buena Vista City
healthcare_access_and_quality,chlamydia_rate,2017,Charlottesville City,51540,564.4,Charlottesville City
healthcare_access_and_quality,chlamydia_rate,2017,Chesapeake City,51550,598.2,Chesapeake City
healthcare_access_and_quality,chlamydia_rate,2017,Colonial Heights City,51570,706.7,Colonial Heights City
healthcare_access_and_quality,chlamydia_rate,2017,Covington City,51580,343.5,Covington City
healthcare_access_and_quality,chlamydia_rate,2017,Danville City,51590,1004.1,Danville City
healthcare_access_and_quality,chlamydia_rate,2017,Emporia City,51595,1060.2,Emporia City
healthcare_access_and_quality,chlamydia_rate,2017,Fairfax City,51600,406.7,Fairfax City
healthcare_access_and_quality,chlamydia_rate,2017,Falls Church City,51610,418.3,Falls Church City
healthcare_access_and_quality,chlamydia_rate,2017,Franklin City,51620,1284.2,Franklin City
healthcare_access_and_quality,chlamydia_rate,2017,Fredericksburg City,51630,863.9,Fredericksburg City
healthcare_access_and_quality,chlamydia_rate,2017,Galax City,51640,467.9,Galax City
healthcare_access_and_quality,chlamydia_rate,2017,Hampton City,51650,1112.4,Hampton City
healthcare_access_and_quality,chlamydia_rate,2017,Harrisonburg City,51660,772.8,Harrisonburg City
healthcare_access_and_quality,chlamydia_rate,2017,Hopewell City,51670,1105.2,Hopewell City
healthcare_access_and_quality,chlamydia_rate,2017,Lexington City,51678,253.3,Lexington City
healthcare_access_and_quality,chlamydia_rate,2017,Lynchburg City,51680,774.1,Lynchburg City
healthcare_access_and_quality,chlamydia_rate,2017,Manassas City,51683,587.9,Manassas City
healthcare_access_and_quality,chlamydia_rate,2017,Manassas Park City,51685,506.3,Manassas Park City
healthcare_access_and_quality,chlamydia_rate,2017,Martinsville City,51690,783.7,Martinsville City
healthcare_access_and_quality,chlamydia_rate,2017,Newport News City,51700,1139.4,Newport News City
healthcare_access_and_quality,chlamydia_rate,2017,Norfolk City,51710,1201.9,Norfolk City
healthcare_access_and_quality,chlamydia_rate,2017,Norton City,51720,355.7,Norton City
healthcare_access_and_quality,chlamydia_rate,2017,Petersburg City,51730,1417.3,Petersburg City
healthcare_access_and_quality,chlamydia_rate,2017,Poquoson City,51735,165.9,Poquoson City
healthcare_access_and_quality,chlamydia_rate,2017,Portsmouth City,51740,1211.8,Portsmouth City
healthcare_access_and_quality,chlamydia_rate,2017,Radford City,51750,1381.8,Radford City
healthcare_access_and_quality,chlamydia_rate,2017,Richmond City,51760,1292.3,Richmond City
healthcare_access_and_quality,chlamydia_rate,2017,Roanoke City,51770,1124.8,Roanoke City
healthcare_access_and_quality,chlamydia_rate,2017,Salem City,51775,259.1,Salem City
healthcare_access_and_quality,chlamydia_rate,2017,Staunton City,51790,428.1,Staunton City
healthcare_access_and_quality,chlamydia_rate,2017,Suffolk City,51800,741.4,Suffolk City
healthcare_access_and_quality,chlamydia_rate,2017,Virginia Beach City,51810,635.4,Virginia Beach City
healthcare_access_and_quality,chlamydia_rate,2017,Waynesboro City,51820,649.4,Waynesboro City
healthcare_access_and_quality,chlamydia_rate,2017,Williamsburg City,51830,618.7,Williamsburg City
healthcare_access_and_quality,chlamydia_rate,2017,Winchester City,51840,494.1,Winchester City
healthcare_access_and_quality,chlamydia_rate,2018,Accomack,51840,734.4,Accomack County
healthcare_access_and_quality,chlamydia_rate,2018,Albemarle,51001,340.8,Albemarle County
healthcare_access_and_quality,chlamydia_rate,2018,Alleghany,51003,218.2,Alleghany County
healthcare_access_and_quality,chlamydia_rate,2018,Amelia,51005,422.4,Amelia County
healthcare_access_and_quality,chlamydia_rate,2018,Amherst,51007,310.2,Amherst County
healthcare_access_and_quality,chlamydia_rate,2018,Appomattox,51009,331.6,Appomattox County
healthcare_access_and_quality,chlamydia_rate,2018,Arlington,51011,450.7,Arlington County
healthcare_access_and_quality,chlamydia_rate,2018,Augusta,51013,270.1,Augusta County
healthcare_access_and_quality,chlamydia_rate,2018,Bath,51015,256,Bath County
healthcare_access_and_quality,chlamydia_rate,2018,Bedford,51017,203.9,Bedford County
healthcare_access_and_quality,chlamydia_rate,2018,Bland,51019,110.2,Bland County
healthcare_access_and_quality,chlamydia_rate,2018,Botetourt,51021,150.6,Botetourt County
healthcare_access_and_quality,chlamydia_rate,2018,Brunswick,51023,886.5,Brunswick County
healthcare_access_and_quality,chlamydia_rate,2018,Buchanan,51025,79,Buchanan County
healthcare_access_and_quality,chlamydia_rate,2018,Buckingham,51027,334,Buckingham County
healthcare_access_and_quality,chlamydia_rate,2018,Campbell,51029,319.9,Campbell County
healthcare_access_and_quality,chlamydia_rate,2018,Caroline,51031,446.5,Caroline County
healthcare_access_and_quality,chlamydia_rate,2018,Carroll,51033,228.9,Carroll County
healthcare_access_and_quality,chlamydia_rate,2018,Charles City,51035,499.7,Charles City County
healthcare_access_and_quality,chlamydia_rate,2018,Charlotte,51036,371.3,Charlotte County
healthcare_access_and_quality,chlamydia_rate,2018,Chesterfield,51037,526.2,Chesterfield County
healthcare_access_and_quality,chlamydia_rate,2018,Clarke,51041,124.1,Clarke County
healthcare_access_and_quality,chlamydia_rate,2018,Craig,51043,237.1,Craig County
healthcare_access_and_quality,chlamydia_rate,2018,Culpeper,51045,380.3,Culpeper County
healthcare_access_and_quality,chlamydia_rate,2018,Cumberland,51047,642.1,Cumberland County
healthcare_access_and_quality,chlamydia_rate,2018,Dickenson,51049,148.8,Dickenson County
healthcare_access_and_quality,chlamydia_rate,2018,Dinwiddie,51051,510.5,Dinwiddie County
healthcare_access_and_quality,chlamydia_rate,2018,Essex,51053,725.4,Essex County
healthcare_access_and_quality,chlamydia_rate,2018,Fairfax,51057,275.2,Fairfax County
healthcare_access_and_quality,chlamydia_rate,2018,Fauquier,51059,230.3,Fauquier County
healthcare_access_and_quality,chlamydia_rate,2018,Floyd,51061,69.8,Floyd County
healthcare_access_and_quality,chlamydia_rate,2018,Fluvanna,51063,279.8,Fluvanna County
healthcare_access_and_quality,chlamydia_rate,2018,Franklin,51065,248,Franklin County
healthcare_access_and_quality,chlamydia_rate,2018,Frederick,51067,268.3,Frederick County
healthcare_access_and_quality,chlamydia_rate,2018,Giles,51069,106.9,Giles County
healthcare_access_and_quality,chlamydia_rate,2018,Gloucester,51071,386.1,Gloucester County
healthcare_access_and_quality,chlamydia_rate,2018,Goochland,51073,211.6,Goochland County
healthcare_access_and_quality,chlamydia_rate,2018,Grayson,51075,204.3,Grayson County
healthcare_access_and_quality,chlamydia_rate,2018,Greene,51077,300.8,Greene County
healthcare_access_and_quality,chlamydia_rate,2018,Greensville,51079,582.2,Greensville County
healthcare_access_and_quality,chlamydia_rate,2018,Halifax,51081,480.3,Halifax County
healthcare_access_and_quality,chlamydia_rate,2018,Hanover,51083,306.8,Hanover County
healthcare_access_and_quality,chlamydia_rate,2018,Henrico,51085,575.2,Henrico County
healthcare_access_and_quality,chlamydia_rate,2018,Henry,51087,329.9,Henry County
healthcare_access_and_quality,chlamydia_rate,2018,Highland,51089,,Highland County
healthcare_access_and_quality,chlamydia_rate,2018,Isle of Wight,51091,451.4,Isle of Wight County
healthcare_access_and_quality,chlamydia_rate,2018,James City,51093,336.3,James City County
healthcare_access_and_quality,chlamydia_rate,2018,King and Queen,51095,271.3,King and Queen County
healthcare_access_and_quality,chlamydia_rate,2018,King George,51097,402.5,King George County
healthcare_access_and_quality,chlamydia_rate,2018,King William,51099,305.2,King William County
healthcare_access_and_quality,chlamydia_rate,2018,Lancaster,51101,602.5,Lancaster County
healthcare_access_and_quality,chlamydia_rate,2018,Lee,51103,143.1,Lee County
healthcare_access_and_quality,chlamydia_rate,2018,Loudoun,51105,227.3,Loudoun County
healthcare_access_and_quality,chlamydia_rate,2018,Louisa,51107,267.7,Louisa County
healthcare_access_and_quality,chlamydia_rate,2018,Lunenburg,51109,367.8,Lunenburg County
healthcare_access_and_quality,chlamydia_rate,2018,Madison,51111,218.4,Madison County
healthcare_access_and_quality,chlamydia_rate,2018,Mathews,51113,296.2,Mathews County
healthcare_access_and_quality,chlamydia_rate,2018,Mecklenburg,51115,485.6,Mecklenburg County
healthcare_access_and_quality,chlamydia_rate,2018,Middlesex,51117,309,Middlesex County
