Category,Variable,Year,County,FIPS,Value,County2,GEOID
demographics,per_65_and_over,2017,Chesterfield,51041,14.4,Chesterfield County,51041
demographics,per_65_and_over,2017,Clarke,51043,20.5,Clarke County,51043
demographics,per_65_and_over,2017,Craig,51045,22.5,Craig County,51045
demographics,per_65_and_over,2017,Culpeper,51047,15.2,Culpeper County,51047
demographics,per_65_and_over,2017,Cumberland,51049,21.8,Cumberland County,51049
demographics,per_65_and_over,2017,Dickenson,51051,21.3,Dickenson County,51051
demographics,per_65_and_over,2017,Dinwiddie,51053,17.1,Dinwiddie County,51053
demographics,per_65_and_over,2017,Essex,51057,22.2,Essex County,51057
demographics,per_65_and_over,2017,Fairfax,51059,13.1,Fairfax County,51059
demographics,per_65_and_over,2017,Fauquier,51061,16.1,Fauquier County,51061
demographics,per_65_and_over,2017,Floyd,51063,22.2,Floyd County,51063
demographics,per_65_and_over,2017,Fluvanna,51065,19.6,Fluvanna County,51065
demographics,per_65_and_over,2017,Franklin,51067,23,Franklin County,51067
demographics,per_65_and_over,2017,Frederick,51069,16.8,Frederick County,51069
demographics,per_65_and_over,2017,Giles,51071,21.6,Giles County,51071
demographics,per_65_and_over,2017,Gloucester,51073,18.4,Gloucester County,51073
demographics,per_65_and_over,2017,Goochland,51075,21.6,Goochland County,51075
demographics,per_65_and_over,2017,Grayson,51077,24,Grayson County,51077
demographics,per_65_and_over,2017,Greene,51079,16.6,Greene County,51079
demographics,per_65_and_over,2017,Greensville,51081,14.9,Greensville County,51081
demographics,per_65_and_over,2017,Halifax,51083,23.6,Halifax County,51083
demographics,per_65_and_over,2017,Hanover,51085,17.2,Hanover County,51085
demographics,per_65_and_over,2017,Henrico,51087,15,Henrico County,51087
demographics,per_65_and_over,2017,Henry,51089,23.5,Henry County,51089
demographics,per_65_and_over,2017,Highland,51091,32.7,Highland County,51091
demographics,per_65_and_over,2017,Isle of Wight,51093,18.5,Isle of Wight County,51093
demographics,per_65_and_over,2017,James City,51095,24.7,James City County,51095
demographics,per_65_and_over,2017,King and Queen,51097,22.4,King and Queen County,51097
demographics,per_65_and_over,2017,King George,51099,12.8,King George County,51099
demographics,per_65_and_over,2017,King William,51101,15.8,King William County,51101
demographics,per_65_and_over,2017,Lancaster,51103,35.6,Lancaster County,51103
demographics,per_65_and_over,2017,Lee,51105,20.5,Lee County,51105
demographics,per_65_and_over,2017,Loudoun,51107,8.9,Loudoun County,51107
demographics,per_65_and_over,2017,Louisa,51109,19.3,Louisa County,51109
demographics,per_65_and_over,2017,Lunenburg,51111,21.5,Lunenburg County,51111
demographics,per_65_and_over,2017,Madison,51113,21.7,Madison County,51113
demographics,per_65_and_over,2017,Mathews,51115,30.8,Mathews County,51115
demographics,per_65_and_over,2017,Mecklenburg,51117,25.2,Mecklenburg County,51117
demographics,per_65_and_over,2017,Middlesex,51119,31.1,Middlesex County,51119
demographics,per_65_and_over,2017,Montgomery,51121,12.2,Montgomery County,51121
demographics,per_65_and_over,2017,Nelson,51125,26.4,Nelson County,51125
demographics,per_65_and_over,2017,New Kent,51127,16.8,New Kent County,51127
demographics,per_65_and_over,2017,Northampton,51131,25.7,Northampton County,51131
demographics,per_65_and_over,2017,Northumberland,51133,36,Northumberland County,51133
demographics,per_65_and_over,2017,Nottoway,51135,18.8,Nottoway County,51135
demographics,per_65_and_over,2017,Orange,51137,20.3,Orange County,51137
demographics,per_65_and_over,2017,Page,51139,21,Page County,51139
demographics,per_65_and_over,2017,Patrick,51141,25.9,Patrick County,51141
demographics,per_65_and_over,2017,Pittsylvania,51143,22,Pittsylvania County,51143
demographics,per_65_and_over,2017,Powhatan,51145,17.7,Powhatan County,51145
demographics,per_65_and_over,2017,Prince Edward,51147,16.2,Prince Edward County,51147
demographics,per_65_and_over,2017,Prince George,51149,13.7,Prince George County,51149
demographics,per_65_and_over,2017,Prince William,51153,9.5,Prince William County,51153
demographics,per_65_and_over,2017,Pulaski,51155,22.4,Pulaski County,51155
demographics,per_65_and_over,2017,Rappahannock,51157,26.5,Rappahannock County,51157
demographics,per_65_and_over,2017,Richmond,51159,21.3,Richmond County,51159
demographics,per_65_and_over,2017,Roanoke,51161,20.9,Roanoke County,51161
demographics,per_65_and_over,2017,Rockbridge,51163,25.3,Rockbridge County,51163
demographics,per_65_and_over,2017,Rockingham,51165,18.6,Rockingham County,51165
demographics,per_65_and_over,2017,Russell,51167,20.8,Russell County,51167
demographics,per_65_and_over,2017,Scott,51169,23.6,Scott County,51169
demographics,per_65_and_over,2017,Shenandoah,51171,21.2,Shenandoah County,51171
demographics,per_65_and_over,2017,Smyth,51173,21.5,Smyth County,51173
demographics,per_65_and_over,2017,Southampton,51175,19.6,Southampton County,51175
demographics,per_65_and_over,2017,Spotsylvania,51177,13.7,Spotsylvania County,51177
demographics,per_65_and_over,2017,Stafford,51179,10.1,Stafford County,51179
demographics,per_65_and_over,2017,Surry,51181,21.6,Surry County,51181
demographics,per_65_and_over,2017,Sussex,51183,17,Sussex County,51183
demographics,per_65_and_over,2017,Tazewell,51185,21.6,Tazewell County,51185
demographics,per_65_and_over,2017,Warren,51187,15.5,Warren County,51187
demographics,per_65_and_over,2017,Washington,51191,22.1,Washington County,51191
demographics,per_65_and_over,2017,Westmoreland,51193,24.9,Westmoreland County,51193
demographics,per_65_and_over,2017,Wise,51195,17.5,Wise County,51195
demographics,per_65_and_over,2017,Wythe,51197,21.1,Wythe County,51197
demographics,per_65_and_over,2017,York,51199,15.6,York County,51199
demographics,per_65_and_over,2017,Alexandria City,51510,11.1,Alexandria City,51510
demographics,per_65_and_over,2017,Bristol City,51520,20.9,Bristol City,51520
demographics,per_65_and_over,2017,Buena Vista City,51530,19.1,Buena Vista City,51530
demographics,per_65_and_over,2017,Charlottesville City,51540,11.2,Charlottesville City,51540
demographics,per_65_and_over,2017,Chesapeake City,51550,12.8,Chesapeake City,51550
demographics,per_65_and_over,2017,Colonial Heights City,51570,19.8,Colonial Heights City,51570
demographics,per_65_and_over,2017,Covington City,51580,21.7,Covington City,51580
demographics,per_65_and_over,2017,Danville City,51590,20.5,Danville City,51590
demographics,per_65_and_over,2017,Emporia City,51595,19.3,Emporia City,51595
demographics,per_65_and_over,2017,Fairfax City,51600,14.6,Fairfax City,51600
demographics,per_65_and_over,2017,Falls Church City,51610,12.7,Falls Church City,51610
demographics,per_65_and_over,2017,Franklin City,51620,19.3,Franklin City,51620
demographics,per_65_and_over,2017,Fredericksburg City,51630,10.9,Fredericksburg City,51630
demographics,per_65_and_over,2017,Galax City,51640,21,Galax City,51640
demographics,per_65_and_over,2017,Hampton City,51650,15.1,Hampton City,51650
demographics,per_65_and_over,2017,Harrisonburg City,51660,9.2,Harrisonburg City,51660
demographics,per_65_and_over,2017,Hopewell City,51670,15.4,Hopewell City,51670
demographics,per_65_and_over,2017,Lexington City,51678,16.3,Lexington City,51678
demographics,per_65_and_over,2017,Lynchburg City,51680,14.4,Lynchburg City,51680
demographics,per_65_and_over,2017,Manassas City,51683,9.6,Manassas City,51683
demographics,per_65_and_over,2017,Manassas Park City,51685,7.8,Manassas Park City,51685
demographics,per_65_and_over,2017,Martinsville City,51690,19.2,Martinsville City,51690
demographics,per_65_and_over,2017,Newport News City,51700,12.6,Newport News City,51700
demographics,per_65_and_over,2017,Norfolk City,51710,10.8,Norfolk City,51710
demographics,per_65_and_over,2017,Norton City,51720,18.6,Norton City,51720
demographics,per_65_and_over,2017,Petersburg City,51730,16.5,Petersburg City,51730
demographics,per_65_and_over,2017,Poquoson City,51735,19.3,Poquoson City,51735
demographics,per_65_and_over,2017,Portsmouth City,51740,14.6,Portsmouth City,51740
demographics,per_65_and_over,2017,Radford City,51750,9.1,Radford City,51750
demographics,per_65_and_over,2017,Richmond City,51760,12.8,Richmond City,51760
demographics,per_65_and_over,2017,Roanoke City,51770,16.1,Roanoke City,51770
demographics,per_65_and_over,2017,Salem City,51775,18.6,Salem City,51775
demographics,per_65_and_over,2017,Staunton City,51790,21.1,Staunton City,51790
demographics,per_65_and_over,2017,Suffolk City,51800,13.9,Suffolk City,51800
demographics,per_65_and_over,2017,Virginia Beach City,51810,13.7,Virginia Beach City,51810
demographics,per_65_and_over,2017,Waynesboro City,51820,18.1,Waynesboro City,51820
demographics,per_65_and_over,2017,Williamsburg City,51830,15.3,Williamsburg City,51830
demographics,per_65_and_over,2017,Winchester City,51840,15.4,Winchester City,51840
demographics,per_65_and_over,2018,Accomack,51001,23.6,Accomack County,51001
demographics,per_65_and_over,2018,Albemarle,51003,18.6,Albemarle County,51003
demographics,per_65_and_over,2018,Alleghany,51005,24.7,Alleghany County,51005
demographics,per_65_and_over,2018,Amelia,51007,19.8,Amelia County,51007
demographics,per_65_and_over,2018,Amherst,51009,21.2,Amherst County,51009
demographics,per_65_and_over,2018,Appomattox,51011,20.7,Appomattox County,51011
demographics,per_65_and_over,2018,Arlington,51013,10.6,Arlington County,51013
demographics,per_65_and_over,2018,Augusta,51015,21,Augusta County,51015
demographics,per_65_and_over,2018,Bath,51017,27.7,Bath County,51017
demographics,per_65_and_over,2018,Bedford,51019,21.3,Bedford County,51019
demographics,per_65_and_over,2018,Bland,51021,23,Bland County,51021
demographics,per_65_and_over,2018,Botetourt,51023,22.7,Botetourt County,51023
demographics,per_65_and_over,2018,Brunswick,51025,21.5,Brunswick County,51025
demographics,per_65_and_over,2018,Buchanan,51027,22.2,Buchanan County,51027
demographics,per_65_and_over,2018,Buckingham,51029,19.6,Buckingham County,51029
demographics,per_65_and_over,2018,Campbell,51031,19.9,Campbell County,51031
demographics,per_65_and_over,2018,Caroline,51033,16.4,Caroline County,51033
demographics,per_65_and_over,2018,Carroll,51035,24.5,Carroll County,51035
demographics,per_65_and_over,2018,Charles City,51036,24.6,Charles City County,51036
demographics,per_65_and_over,2018,Charlotte,51037,22.2,Charlotte County,51037
demographics,per_65_and_over,2018,Chesterfield,51041,14.9,Chesterfield County,51041
demographics,per_65_and_over,2018,Clarke,51043,21.1,Clarke County,51043
demographics,per_65_and_over,2018,Craig,51045,23.4,Craig County,51045
demographics,per_65_and_over,2018,Culpeper,51047,15.7,Culpeper County,51047
demographics,per_65_and_over,2018,Cumberland,51049,22.4,Cumberland County,51049
demographics,per_65_and_over,2018,Dickenson,51051,22,Dickenson County,51051
demographics,per_65_and_over,2018,Dinwiddie,51053,17.5,Dinwiddie County,51053
demographics,per_65_and_over,2018,Essex,51057,23.2,Essex County,51057
demographics,per_65_and_over,2018,Fairfax,51059,13.5,Fairfax County,51059
demographics,per_65_and_over,2018,Fauquier,51061,16.4,Fauquier County,51061
demographics,per_65_and_over,2018,Floyd,51063,22.8,Floyd County,51063
demographics,per_65_and_over,2018,Fluvanna,51065,20.2,Fluvanna County,51065
demographics,per_65_and_over,2018,Franklin,51067,23.5,Franklin County,51067
demographics,per_65_and_over,2018,Frederick,51069,17.3,Frederick County,51069
demographics,per_65_and_over,2018,Giles,51071,21.9,Giles County,51071
demographics,per_65_and_over,2018,Gloucester,51073,19.1,Gloucester County,51073
demographics,per_65_and_over,2018,Goochland,51075,22.3,Goochland County,51075
demographics,per_65_and_over,2018,Grayson,51077,24.5,Grayson County,51077
demographics,per_65_and_over,2018,Greene,51079,17.4,Greene County,51079
demographics,per_65_and_over,2018,Greensville,51081,15.1,Greensville County,51081
demographics,per_65_and_over,2018,Halifax,51083,24.4,Halifax County,51083
demographics,per_65_and_over,2018,Hanover,51085,17.7,Hanover County,51085
demographics,per_65_and_over,2018,Henrico,51087,15.5,Henrico County,51087
demographics,per_65_and_over,2018,Henry,51089,23.9,Henry County,51089
demographics,per_65_and_over,2018,Highland,51091,34.4,Highland County,51091
demographics,per_65_and_over,2018,Isle of Wight,51093,19.1,Isle of Wight County,51093
demographics,per_65_and_over,2018,James City,51095,25.3,James City County,51095
demographics,per_65_and_over,2018,King and Queen,51097,22.9,King and Queen County,51097
demographics,per_65_and_over,2018,King George,51099,13.1,King George County,51099
demographics,per_65_and_over,2018,King William,51101,16.1,King William County,51101
demographics,per_65_and_over,2018,Lancaster,51103,36.1,Lancaster County,51103
demographics,per_65_and_over,2018,Lee,51105,21.3,Lee County,51105
demographics,per_65_and_over,2018,Loudoun,51107,9.3,Loudoun County,51107
demographics,per_65_and_over,2018,Louisa,51109,19.8,Louisa County,51109
demographics,per_65_and_over,2018,Lunenburg,51111,22.3,Lunenburg County,51111
demographics,per_65_and_over,2018,Madison,51113,22.3,Madison County,51113
demographics,per_65_and_over,2018,Mathews,51115,31.1,Mathews County,51115
demographics,per_65_and_over,2018,Mecklenburg,51117,25.6,Mecklenburg County,51117
demographics,per_65_and_over,2018,Middlesex,51119,31.1,Middlesex County,51119
demographics,per_65_and_over,2018,Montgomery,51121,12.6,Montgomery County,51121
demographics,per_65_and_over,2018,Nelson,51125,27.3,Nelson County,51125
demographics,per_65_and_over,2018,New Kent,51127,17.2,New Kent County,51127
demographics,per_65_and_over,2018,Northampton,51131,26.4,Northampton County,51131
demographics,per_65_and_over,2018,Northumberland,51133,36.7,Northumberland County,51133
demographics,per_65_and_over,2018,Nottoway,51135,19.2,Nottoway County,51135
demographics,per_65_and_over,2018,Orange,51137,20.4,Orange County,51137
demographics,per_65_and_over,2018,Page,51139,21.4,Page County,51139
demographics,per_65_and_over,2018,Patrick,51141,26.4,Patrick County,51141
demographics,per_65_and_over,2018,Pittsylvania,51143,22.6,Pittsylvania County,51143
demographics,per_65_and_over,2018,Powhatan,51145,18.2,Powhatan County,51145
demographics,per_65_and_over,2018,Prince Edward,51147,16.5,Prince Edward County,51147
demographics,per_65_and_over,2018,Prince George,51149,14,Prince George County,51149
demographics,per_65_and_over,2018,Prince William,51153,9.9,Prince William County,51153
demographics,per_65_and_over,2018,Pulaski,51155,22.9,Pulaski County,51155
demographics,per_65_and_over,2018,Rappahannock,51157,27.3,Rappahannock County,51157
demographics,per_65_and_over,2018,Richmond,51159,21,Richmond County,51159
demographics,per_65_and_over,2018,Roanoke,51161,21.4,Roanoke County,51161
demographics,per_65_and_over,2018,Rockbridge,51163,26,Rockbridge County,51163
demographics,per_65_and_over,2018,Rockingham,51165,19,Rockingham County,51165
demographics,per_65_and_over,2018,Russell,51167,21.6,Russell County,51167
demographics,per_65_and_over,2018,Scott,51169,24.2,Scott County,51169
demographics,per_65_and_over,2018,Shenandoah,51171,21.7,Shenandoah County,51171
demographics,per_65_and_over,2018,Smyth,51173,22,Smyth County,51173
demographics,per_65_and_over,2018,Southampton,51175,20.2,Southampton County,51175
demographics,per_65_and_over,2018,Spotsylvania,51177,14.3,Spotsylvania County,51177
demographics,per_65_and_over,2018,Stafford,51179,10.5,Stafford County,51179
demographics,per_65_and_over,2018,Surry,51181,22.7,Surry County,51181
demographics,per_65_and_over,2018,Sussex,51183,17.8,Sussex County,51183
demographics,per_65_and_over,2018,Tazewell,51185,22.2,Tazewell County,51185
demographics,per_65_and_over,2018,Warren,51187,16,Warren County,51187
demographics,per_65_and_over,2018,Washington,51191,22.7,Washington County,51191
demographics,per_65_and_over,2018,Westmoreland,51193,25.4,Westmoreland County,51193
demographics,per_65_and_over,2018,Wise,51195,18.2,Wise County,51195
demographics,per_65_and_over,2018,Wythe,51197,21.6,Wythe County,51197
demographics,per_65_and_over,2018,York,51199,16.1,York County,51199
demographics,per_65_and_over,2018,Alexandria City,51510,11.5,Alexandria City,51510
demographics,per_65_and_over,2018,Bristol City,51520,21.1,Bristol City,51520
demographics,per_65_and_over,2018,Buena Vista City,51530,19.5,Buena Vista City,51530
demographics,per_65_and_over,2018,Charlottesville City,51540,11.6,Charlottesville City,51540
demographics,per_65_and_over,2018,Chesapeake City,51550,13.3,Chesapeake City,51550
demographics,per_65_and_over,2018,Colonial Heights City,51570,19.6,Colonial Heights City,51570
demographics,per_65_and_over,2018,Covington City,51580,21.2,Covington City,51580
demographics,per_65_and_over,2018,Danville City,51590,20.9,Danville City,51590
demographics,per_65_and_over,2018,Emporia City,51595,20.2,Emporia City,51595
demographics,per_65_and_over,2018,Fairfax City,51600,14.3,Fairfax City,51600
demographics,per_65_and_over,2018,Falls Church City,51610,13.2,Falls Church City,51610
demographics,per_65_and_over,2018,Franklin City,51620,19.7,Franklin City,51620
demographics,per_65_and_over,2018,Fredericksburg City,51630,11.2,Fredericksburg City,51630
demographics,per_65_and_over,2018,Galax City,51640,20.1,Galax City,51640
demographics,per_65_and_over,2018,Hampton City,51650,15.4,Hampton City,51650
demographics,per_65_and_over,2018,Harrisonburg City,51660,9.4,Harrisonburg City,51660
