Category,Variable,Year,County,FIPS,Value,County2
health_behaviors,per_adults_reporting_currently_smoking,2016,New Kent,51127,14,New Kent Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Northampton,51131,17,Northampton Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Northumberland,51133,14,Northumberland Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Nottoway,51135,20,Nottoway Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Orange,51137,16,Orange Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Page,51139,17,Page Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Patrick,51141,19,Patrick Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Pittsylvania,51143,18,Pittsylvania Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Powhatan,51145,14,Powhatan Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince Edward,51147,19,Prince Edward Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince George,51149,17,Prince George Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince William,51153,15,Prince William Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Pulaski,51155,17,Pulaski Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Rappahannock,51157,14,Rappahannock Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Richmond,51159,20,Richmond Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Roanoke,51161,15,Roanoke Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Rockbridge,51163,16,Rockbridge Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Rockingham,51165,16,Rockingham Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Russell,51167,19,Russell Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Scott,51169,18,Scott Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Shenandoah,51171,16,Shenandoah Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Smyth,51173,19,Smyth Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Southampton,51175,18,Southampton Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Spotsylvania,51177,17,Spotsylvania Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Stafford,51179,14,Stafford Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Surry,51181,17,Surry Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Sussex,51183,20,Sussex Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Tazewell,51185,18,Tazewell Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Warren,51187,17,Warren Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Washington,51191,17,Washington Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Westmoreland,51193,17,Westmoreland Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Wise,51195,21,Wise Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Wythe,51197,17,Wythe Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,York,51199,13,York Couny
health_behaviors,per_adults_reporting_currently_smoking,2016,Alexandria City,51510,14,Alexandria City
health_behaviors,per_adults_reporting_currently_smoking,2016,Bristol City,51520,19,Bristol City
health_behaviors,per_adults_reporting_currently_smoking,2016,Buena Vista City,51530,22,Buena Vista City
health_behaviors,per_adults_reporting_currently_smoking,2016,Charlottesville City,51540,19,Charlottesville City
health_behaviors,per_adults_reporting_currently_smoking,2016,Chesapeake City,51550,14,Chesapeake City
health_behaviors,per_adults_reporting_currently_smoking,2016,Colonial Heights City,51570,16,Colonial Heights City
health_behaviors,per_adults_reporting_currently_smoking,2016,Covington City,51580,18,Covington City
health_behaviors,per_adults_reporting_currently_smoking,2016,Danville City,51590,20,Danville City
health_behaviors,per_adults_reporting_currently_smoking,2016,Emporia City,51595,24,Emporia City
health_behaviors,per_adults_reporting_currently_smoking,2016,Fairfax City,51600,12,Fairfax City
health_behaviors,per_adults_reporting_currently_smoking,2016,Falls Church City,51610,13,Falls Church City
health_behaviors,per_adults_reporting_currently_smoking,2016,Franklin City,51620,19,Franklin City
health_behaviors,per_adults_reporting_currently_smoking,2016,Fredericksburg City,51630,18,Fredericksburg City
health_behaviors,per_adults_reporting_currently_smoking,2016,Galax City,51640,20,Galax City
health_behaviors,per_adults_reporting_currently_smoking,2016,Hampton City,51650,17,Hampton City
health_behaviors,per_adults_reporting_currently_smoking,2016,Harrisonburg City,51660,20,Harrisonburg City
health_behaviors,per_adults_reporting_currently_smoking,2016,Hopewell City,51670,20,Hopewell City
health_behaviors,per_adults_reporting_currently_smoking,2016,Lexington City,51678,17,Lexington City
health_behaviors,per_adults_reporting_currently_smoking,2016,Lynchburg City,51680,18,Lynchburg City
health_behaviors,per_adults_reporting_currently_smoking,2016,Manassas City,51683,15,Manassas City
health_behaviors,per_adults_reporting_currently_smoking,2016,Manassas Park City,51685,16,Manassas Park City
health_behaviors,per_adults_reporting_currently_smoking,2016,Martinsville City,51690,20,Martinsville City
health_behaviors,per_adults_reporting_currently_smoking,2016,Newport News City,51700,18,Newport News City
health_behaviors,per_adults_reporting_currently_smoking,2016,Norfolk City,51710,20,Norfolk City
health_behaviors,per_adults_reporting_currently_smoking,2016,Norton City,51720,20,Norton City
health_behaviors,per_adults_reporting_currently_smoking,2016,Petersburg City,51730,22,Petersburg City
health_behaviors,per_adults_reporting_currently_smoking,2016,Poquoson City,51735,13,Poquoson City
health_behaviors,per_adults_reporting_currently_smoking,2016,Portsmouth City,51740,21,Portsmouth City
health_behaviors,per_adults_reporting_currently_smoking,2016,Radford City,51750,23,Radford City
health_behaviors,per_adults_reporting_currently_smoking,2016,Richmond City,51760,21,Richmond City
health_behaviors,per_adults_reporting_currently_smoking,2016,Roanoke City,51770,19,Roanoke City
health_behaviors,per_adults_reporting_currently_smoking,2016,Salem City,51775,15,Salem City
health_behaviors,per_adults_reporting_currently_smoking,2016,Staunton City,51790,17,Staunton City
health_behaviors,per_adults_reporting_currently_smoking,2016,Suffolk City,51800,16,Suffolk City
health_behaviors,per_adults_reporting_currently_smoking,2016,Virginia Beach City,51810,15,Virginia Beach City
health_behaviors,per_adults_reporting_currently_smoking,2016,Waynesboro City,51820,17,Waynesboro City
health_behaviors,per_adults_reporting_currently_smoking,2016,Williamsburg City,51830,16,Williamsburg City
health_behaviors,per_adults_reporting_currently_smoking,2016,Winchester City,51840,18,Winchester City
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Accomack,51001,54,Accomack Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Albemarle,51003,78,Albemarle Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Alleghany,51005,100,Alleghany Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Amelia,51007,33,Amelia Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Amherst,51009,68,Amherst Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Appomattox,51011,56,Appomattox Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Arlington,51013,100,Arlington Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Augusta,51015,56,Augusta Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bath,51017,100,Bath Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bedford,51019,55,Bedford Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bland,51021,100,Bland Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Botetourt,51023,89,Botetourt Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Brunswick,51025,25,Brunswick Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Buchanan,51027,33,Buchanan Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Buckingham,51029,35,Buckingham Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Campbell,51031,36,Campbell Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Caroline,51033,42,Caroline Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Carroll,51035,48,Carroll Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Charles City,51036,25,Charles City Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Charlotte,51037,21,Charlotte Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Chesterfield,51041,78,Chesterfield Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Clarke,51043,77,Clarke Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Craig,51045,96,Craig Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Culpeper,51047,63,Culpeper Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Cumberland,51049,35,Cumberland Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Dickenson,51051,62,Dickenson Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Dinwiddie,51053,33,Dinwiddie Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Essex,51057,31,Essex Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fairfax,51059,100,Fairfax Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fauquier,51061,61,Fauquier Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Floyd,51063,40,Floyd Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fluvanna,51065,78,Fluvanna Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Franklin,51067,45,Franklin Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Frederick,51069,80,Frederick Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Giles,51071,83,Giles Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Gloucester,51073,57,Gloucester Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Goochland,51075,70,Goochland Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Grayson,51077,78,Grayson Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Greene,51079,49,Greene Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Greensville,51081,43,Greensville Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Halifax,51083,38,Halifax Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Hanover,51085,81,Hanover Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Henrico,51087,95,Henrico Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Henry,51089,39,Henry Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Highland,51091,81,Highland Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Isle of Wight,51093,67,Isle of Wight Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,James City,51095,91,James City Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King and Queen,51097,19,King and Queen Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King George,51099,64,King George Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King William,51101,61,King William Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lancaster,51103,63,Lancaster Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lee,51105,36,Lee Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Loudoun,51107,94,Loudoun Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Louisa,51109,34,Louisa Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lunenburg,51111,46,Lunenburg Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Madison,51113,56,Madison Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Mathews,51115,39,Mathews Couny
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Mecklenburg,51117,56,Mecklenburg Couny
