Category,Variable,Year,County,FIPS,Value
health_outcomes,per_low_birthweight,2016,Alexandria City,51510,7
health_outcomes,per_low_birthweight,2016,Bristol City,51520,7
health_outcomes,per_low_birthweight,2016,Buena Vista City,51530,6
health_outcomes,per_low_birthweight,2016,Charlottesville City,51540,7
health_outcomes,per_low_birthweight,2016,Chesapeake City,51550,8
health_outcomes,per_low_birthweight,2016,Colonial Heights City,51570,11
health_outcomes,per_low_birthweight,2016,Covington City,51580,20
health_outcomes,per_low_birthweight,2016,Danville City,51590,11
health_outcomes,per_low_birthweight,2016,Emporia City,51595,9
health_outcomes,per_low_birthweight,2016,Fairfax City,51600,8
health_outcomes,per_low_birthweight,2016,Falls Church City,51610,7
health_outcomes,per_low_birthweight,2016,Franklin City,51620,11
health_outcomes,per_low_birthweight,2016,Fredericksburg City,51630,8
health_outcomes,per_low_birthweight,2016,Galax City,51640,10
health_outcomes,per_low_birthweight,2016,Hampton City,51650,9
health_outcomes,per_low_birthweight,2016,Harrisonburg City,51660,7
health_outcomes,per_low_birthweight,2016,Hopewell City,51670,12
health_outcomes,per_low_birthweight,2016,Lexington City,51678,7
health_outcomes,per_low_birthweight,2016,Lynchburg City,51680,8
health_outcomes,per_low_birthweight,2016,Manassas City,51683,7
health_outcomes,per_low_birthweight,2016,Manassas Park City,51685,6
health_outcomes,per_low_birthweight,2016,Martinsville City,51690,13
health_outcomes,per_low_birthweight,2016,Newport News City,51700,9
health_outcomes,per_low_birthweight,2016,Norfolk City,51710,10
health_outcomes,per_low_birthweight,2016,Norton City,51720,6
health_outcomes,per_low_birthweight,2016,Petersburg City,51730,13
health_outcomes,per_low_birthweight,2016,Poquoson City,51735,6
health_outcomes,per_low_birthweight,2016,Portsmouth City,51740,11
health_outcomes,per_low_birthweight,2016,Radford City,51750,9
health_outcomes,per_low_birthweight,2016,Richmond City,51760,11
health_outcomes,per_low_birthweight,2016,Roanoke City,51770,10
health_outcomes,per_low_birthweight,2016,Salem City,51775,8
health_outcomes,per_low_birthweight,2016,Staunton City,51790,8
health_outcomes,per_low_birthweight,2016,Suffolk City,51800,9
health_outcomes,per_low_birthweight,2016,Virginia Beach City,51810,8
health_outcomes,per_low_birthweight,2016,Waynesboro City,51820,8
health_outcomes,per_low_birthweight,2016,Williamsburg City,51830,5
health_outcomes,per_low_birthweight,2016,Winchester City,51840,8
health_behaviors,per_adults_reporting_currently_smoking,2016,Accomack County,51001,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Albemarle County,51003,12
health_behaviors,per_adults_reporting_currently_smoking,2016,Alleghany County,51005,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Amelia County,51007,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Amherst County,51009,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Appomattox County,51011,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Arlington County,51013,12
health_behaviors,per_adults_reporting_currently_smoking,2016,Augusta County,51015,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Bath County,51017,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Bedford County,51019,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Bland County,51021,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Botetourt County,51023,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Brunswick County,51025,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Buchanan County,51027,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Buckingham County,51029,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Campbell County,51031,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Caroline County,51033,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Carroll County,51035,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Charles City County,51036,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Charlotte County,51037,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Chesterfield County,51041,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Clarke County,51043,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Craig County,51045,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Culpeper County,51047,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Cumberland County,51049,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Dickenson County,51051,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Dinwiddie County,51053,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Essex County,51057,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Fairfax County,51059,10
health_behaviors,per_adults_reporting_currently_smoking,2016,Fauquier County,51061,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Floyd County,51063,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Fluvanna County,51065,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Franklin County,51067,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Frederick County,51069,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Giles County,51071,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Gloucester County,51073,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Goochland County,51075,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Grayson County,51077,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Greene County,51079,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Greensville County,51081,21
health_behaviors,per_adults_reporting_currently_smoking,2016,Halifax County,51083,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Hanover County,51085,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Henrico County,51087,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Henry County,51089,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Highland County,51091,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Isle of Wight County,51093,15
health_behaviors,per_adults_reporting_currently_smoking,2016,James City County,51095,13
health_behaviors,per_adults_reporting_currently_smoking,2016,King and Queen County,51097,18
health_behaviors,per_adults_reporting_currently_smoking,2016,King George County,51099,15
health_behaviors,per_adults_reporting_currently_smoking,2016,King William County,51101,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Lancaster County,51103,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Lee County,51105,22
health_behaviors,per_adults_reporting_currently_smoking,2016,Loudoun County,51107,11
health_behaviors,per_adults_reporting_currently_smoking,2016,Louisa County,51109,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Lunenburg County,51111,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Madison County,51113,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Mathews County,51115,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Mecklenburg County,51117,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Middlesex County,51119,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Montgomery County,51121,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Nelson County,51125,17
health_behaviors,per_adults_reporting_currently_smoking,2016,New Kent County,51127,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Northampton County,51131,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Northumberland County,51133,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Nottoway County,51135,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Orange County,51137,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Page County,51139,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Patrick County,51141,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Pittsylvania County,51143,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Powhatan County,51145,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince Edward County,51147,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince George County,51149,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Prince William County,51153,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Pulaski County,51155,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Rappahannock County,51157,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Richmond County,51159,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Roanoke County,51161,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Rockbridge County,51163,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Rockingham County,51165,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Russell County,51167,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Scott County,51169,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Shenandoah County,51171,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Smyth County,51173,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Southampton County,51175,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Spotsylvania County,51177,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Stafford County,51179,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Surry County,51181,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Sussex County,51183,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Tazewell County,51185,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Warren County,51187,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Washington County,51191,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Westmoreland County,51193,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Wise County,51195,21
health_behaviors,per_adults_reporting_currently_smoking,2016,Wythe County,51197,17
health_behaviors,per_adults_reporting_currently_smoking,2016,York County,51199,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Alexandria City,51510,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Bristol City,51520,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Buena Vista City,51530,22
health_behaviors,per_adults_reporting_currently_smoking,2016,Charlottesville City,51540,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Chesapeake City,51550,14
health_behaviors,per_adults_reporting_currently_smoking,2016,Colonial Heights City,51570,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Covington City,51580,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Danville City,51590,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Emporia City,51595,24
health_behaviors,per_adults_reporting_currently_smoking,2016,Fairfax City,51600,12
health_behaviors,per_adults_reporting_currently_smoking,2016,Falls Church City,51610,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Franklin City,51620,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Fredericksburg City,51630,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Galax City,51640,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Hampton City,51650,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Harrisonburg City,51660,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Hopewell City,51670,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Lexington City,51678,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Lynchburg City,51680,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Manassas City,51683,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Manassas Park City,51685,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Martinsville City,51690,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Newport News City,51700,18
health_behaviors,per_adults_reporting_currently_smoking,2016,Norfolk City,51710,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Norton City,51720,20
health_behaviors,per_adults_reporting_currently_smoking,2016,Petersburg City,51730,22
health_behaviors,per_adults_reporting_currently_smoking,2016,Poquoson City,51735,13
health_behaviors,per_adults_reporting_currently_smoking,2016,Portsmouth City,51740,21
health_behaviors,per_adults_reporting_currently_smoking,2016,Radford City,51750,23
health_behaviors,per_adults_reporting_currently_smoking,2016,Richmond City,51760,21
health_behaviors,per_adults_reporting_currently_smoking,2016,Roanoke City,51770,19
health_behaviors,per_adults_reporting_currently_smoking,2016,Salem City,51775,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Staunton City,51790,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Suffolk City,51800,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Virginia Beach City,51810,15
health_behaviors,per_adults_reporting_currently_smoking,2016,Waynesboro City,51820,17
health_behaviors,per_adults_reporting_currently_smoking,2016,Williamsburg City,51830,16
health_behaviors,per_adults_reporting_currently_smoking,2016,Winchester City,51840,18
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Accomack County,51001,54
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Albemarle County,51003,78
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Alleghany County,51005,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Amelia County,51007,33
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Amherst County,51009,68
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Appomattox County,51011,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Arlington County,51013,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Augusta County,51015,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bath County,51017,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bedford County,51019,55
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bland County,51021,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Botetourt County,51023,89
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Brunswick County,51025,25
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Buchanan County,51027,33
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Buckingham County,51029,35
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Campbell County,51031,36
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Caroline County,51033,42
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Carroll County,51035,48
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Charles City County,51036,25
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Charlotte County,51037,21
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Chesterfield County,51041,78
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Clarke County,51043,77
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Craig County,51045,96
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Culpeper County,51047,63
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Cumberland County,51049,35
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Dickenson County,51051,62
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Dinwiddie County,51053,33
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Essex County,51057,31
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fairfax County,51059,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fauquier County,51061,61
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Floyd County,51063,40
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fluvanna County,51065,78
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Franklin County,51067,45
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Frederick County,51069,80
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Giles County,51071,83
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Gloucester County,51073,57
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Goochland County,51075,70
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Grayson County,51077,78
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Greene County,51079,49
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Greensville County,51081,43
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Halifax County,51083,38
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Hanover County,51085,81
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Henrico County,51087,95
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Henry County,51089,39
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Highland County,51091,81
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Isle of Wight County,51093,67
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,James City County,51095,91
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King and Queen County,51097,19
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King George County,51099,64
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,King William County,51101,61
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lancaster County,51103,63
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lee County,51105,36
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Loudoun County,51107,94
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Louisa County,51109,34
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Lunenburg County,51111,46
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Madison County,51113,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Mathews County,51115,39
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Mecklenburg County,51117,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Middlesex County,51119,63
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Montgomery County,51121,77
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Nelson County,51125,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,New Kent County,51127,83
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Northampton County,51131,32
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Northumberland County,51133,40
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Nottoway County,51135,62
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Orange County,51137,54
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Page County,51139,56
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Patrick County,51141,47
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Pittsylvania County,51143,20
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Powhatan County,51145,79
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Prince Edward County,51147,82
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Prince George County,51149,59
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Prince William County,51153,95
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Pulaski County,51155,81
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Rappahannock County,51157,40
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Richmond County,51159,58
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Roanoke County,51161,87
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Rockbridge County,51163,67
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Rockingham County,51165,70
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Russell County,51167,50
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Scott County,51169,41
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Shenandoah County,51171,72
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Smyth County,51173,94
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Southampton County,51175,20
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Spotsylvania County,51177,77
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Stafford County,51179,80
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Surry County,51181,9
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Sussex County,51183,28
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Tazewell County,51185,65
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Warren County,51187,79
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Washington County,51191,69
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Westmoreland County,51193,44
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Wise County,51195,77
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Wythe County,51197,80
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,York County,51199,87
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Alexandria City,51510,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Bristol City,51520,88
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Buena Vista City,51530,97
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Charlottesville City,51540,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Chesapeake City,51550,87
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Colonial Heights City,51570,91
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Covington City,51580,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Danville City,51590,85
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Emporia City,51595,70
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fairfax City,51600,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Falls Church City,51610,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Franklin City,51620,83
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Fredericksburg City,51630,100
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Galax City,51640,73
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Hampton City,51650,87
neighborhood_and_built_environment,per_with_access_to_exercise_opportunities,2016,Harrisonburg City,51660,79
